episode,reward,epsilon
106,-151.519283207898,0.7250733439523728
107,-143.6004156467958,0.7228981239205157
108,-83.83837207890679,0.7207294295487541
109,-77.4277376315006,0.7185672412601078
110,-117.0775245603447,0.7164115395363275
111,-96.0860882009564,0.7142623049177186
112,-37.27131417297714,0.7121195180029655
113,-25.558599922740854,0.7099831594489566
114,-116.39655999546244,0.7078532099706097
115,-78.34981360404292,0.7057296503406979
116,-51.287284685773244,0.7036124613896758
117,-39.635743771250205,0.7015016240055068
118,-60.32936768130823,0.6993971191334902
119,-86.2937981011913,0.6972989277760897
120,-15.813173415509425,0.6952070309927615
121,-74.51835896010151,0.6931214098997832
122,-146.92243619689367,0.6910420456700839
123,-97.50758735146108,0.6889689195330736
124,-79.59817263618541,0.6869020127744744
125,-136.07339298867785,0.684841306736151
126,-133.6695955760647,0.6827867828159425
127,-81.22923842622141,0.6807384224674947
128,-95.17635221447738,0.6786962072000923
129,-75.41505833222911,0.676660118578492
130,-78.65603051485112,0.6746301382227565
131,-24.44494112963322,0.6726062478080883
132,-30.500426229665308,0.6705884290646641
133,-82.99387069425008,0.66857666377747
134,-117.87192920799083,0.6665709337861376
135,-43.05004516014242,0.6645712209847792
136,-45.23356609136822,0.6625775073218249
137,-136.62387982747276,0.6605897747998594
138,-124.49915760323861,0.6586080054754598
139,-71.87946004534763,0.6566321814590335
140,-86.2735271602255,0.6546622849146564
141,-53.098160129307274,0.6526982980599124
142,-138.01106123305266,0.6507402031657327
143,-98.9873757338258,0.6487879825562355
144,-131.35298311166875,0.6468416186085668
145,-57.396273524049796,0.6449010937527411
146,-11.93977821030957,0.6429663904714829
147,-82.5892663488428,0.6410374913000684
148,-76.82651299301037,0.6391143788261682
149,-231.46949937008688,0.6371970356896897
150,-41.11654797331592,0.6352854445826206
151,-67.33860539777442,0.6333795882488727
152,-77.87724155296,0.6314794494841262
153,-59.68260979992372,0.6295850111356738
154,-23.97974935839079,0.6276962561022668
155,-217.68241336737822,0.62581316733396
156,-128.49166479402646,0.623935727831958
157,-73.37715116759287,0.6220639206484622
158,-76.51113543806771,0.6201977288865168
159,-87.01346393005724,0.6183371356998573
160,-90.64758137578815,0.6164821242927577
161,-67.54887256848534,0.6146326779198794
162,-114.49040205809504,0.6127887798861198
163,-46.07047244266029,0.6109504135464614
164,-37.732807808439915,0.609117562305822
165,9.9660798777618,0.6072902096189046
166,-31.595333633980346,0.6054683389900478
167,-134.96603433282326,0.6036519339730777
168,-75.3561545072078,0.6018409781711584
169,-50.32596819980921,0.6000354552366449
170,-152.5105827768666,0.598235348870935
171,-17.013490440229987,0.5964406428243222
172,-58.05430714703357,0.5946513208958493
173,-87.43751189708561,0.5928673669331617
174,-66.61372661535995,0.5910887648323622
175,-82.82214650357814,0.5893154985378651
176,-23.62524457437368,0.5875475520422515
177,-45.59300827411133,0.5857849093861247
178,-56.14385731858898,0.5840275546579663
179,-66.4565308874484,0.5822754719939924
180,-111.80898644301212,0.5805286455780104
181,-71.14997438518205,0.5787870596412764
182,-253.58381640177618,0.5770506984623526
183,-30.807769287679363,0.5753195463669655
184,-30.215387759767196,0.5735935877278646
185,-65.65651248342306,0.571872806964681
186,-51.16742349028929,0.5701571885437869
187,-92.9417764157401,0.5684467169781556
188,-152.71800072121127,0.5667413768272211
189,-66.10880985979496,0.5650411526967395
190,-86.53271113661366,0.5633460292386493
191,10.967387551703368,0.5616559911509333
192,-83.37669426749639,0.5599710231774805
193,-38.113278299437624,0.5582911101079481
194,2.0590349498197753,0.5566162367776242
195,-47.764951245828534,0.5549463880672914
196,-120.61155250651649,0.5532815489030894
197,-52.61334968539498,0.5516217042563801
198,-81.75836540810724,0.549966839143611
199,-11.417821963478517,0.5483169386261801
200,-9.731257231176016,0.5466719878103016
201,-37.364053885428845,0.5450319718468707
202,-45.20744296601359,0.5433968759313301
203,-88.94483996133026,0.5417666853035361
204,5.629644032525988,0.5401413852476254
205,-44.75679091297853,0.5385209610918825
206,-57.64029946454583,0.5369053982086068
207,-27.742607409200176,0.535294682013981
208,-25.41310111012963,0.5336887979679391
209,-19.296421839470213,0.5320877315740353
210,-44.1725874870517,0.5304914683793133
211,18.523164757782695,0.5288999939741753
212,-20.27309403432973,0.5273132939922528
213,-50.50647478776032,0.525731354110276
214,-140.67148675268112,0.5241541600479452
215,-44.38371232133121,0.5225816975678014
216,-96.77637452812307,0.521013952475098
217,-54.888286562310824,0.5194509106176727
218,-35.1763663750295,0.5178925578858197
219,-29.5736994538928,0.5163388802121622
220,-138.79240019289657,0.5147898635715258
221,-66.84987554179341,0.5132454939808112
222,-41.21596970287725,0.5117057574988688
223,-85.93614236648632,0.5101706402263723
224,-99.85605303938868,0.5086401283056932
225,-21.755680484202472,0.5071142079207761
226,-21.312336800281358,0.5055928652970137
227,-44.981150866674874,0.5040760867011227
228,-37.736257837700876,0.5025638584410194
229,-29.018569207590843,0.5010561668656963
230,12.968279839117315,0.49955299836509925
231,-90.6540373715838,0.49805433937000393
232,-46.474411912531295,0.4965601763518939
233,-27.375557606641443,0.49507049582283824
234,-32.39906879946473,0.49358528433536975
235,-95.27446862662927,0.49210452848236363
236,-173.72976300156563,0.49062821489691655
237,-37.27763011994904,0.4891563302522258
238,34.58168898885765,0.48768886126146915
239,-0.67017215969652,0.48622579467768473
240,-70.68466605187417,0.4847671172936517
241,-51.25898102130813,0.4833128159417707
242,-8.077125375755386,0.4818628774939454
243,-42.49515629465151,0.48041728886146357
244,-230.20723632585702,0.4789760369948792
245,-36.159613817458755,0.47753910888389456
246,-51.09936113216416,0.4761064915572429
247,-58.5151702393097,0.4746781720825711
248,-28.85795663992971,0.4732541375663234
249,-214.79767902746121,0.4718343751536244
250,-88.42651640415326,0.47041887202816357
251,-74.29230180954684,0.4690076154120791
252,-102.6761576432792,0.46760059256584285
253,-13.21401386397281,0.4661977907881453
254,5.4783406735420215,0.4647991974157809
255,61.26057108539523,0.46340479982353355
256,-70.54787119504479,0.46201458542406293
257,26.061831912004266,0.4606285416677907
258,-18.527450087602002,0.45924665604278736
259,-26.459238298442997,0.457868916074659
260,10.260056762946974,0.45649530932643506
261,2.479937107612713,0.45512582339845575
262,-7.755840928726883,0.45376044592826037
263,-43.21219742484767,0.4523991645904756
264,-76.55696043640614,0.45104196709670413
265,-36.63335281119361,0.449688841195414
266,-8.879169672178248,0.4483397746718278
267,-57.63499361833234,0.4469947553478123
268,-23.311107790106448,0.44565377108176885
269,-34.44888835154315,0.44431680976852356
270,-24.164742147655748,0.44298385933921797
271,-34.61277037597273,0.4416549077612003
272,-33.39032722761386,0.4403299430379167
273,-37.7310219543714,0.43900895320880295
274,10.457259722613028,0.43769192634917653
275,-49.538346802123854,0.436378850570129
276,-81.28652187951033,0.4350697140184186
277,-15.79832435964721,0.43376450487636337
278,-15.390277816178797,0.43246321136173427
279,4.347059824465591,0.43116582172764906
280,19.824044689586614,0.42987232426246613
281,-36.701122880236596,0.42858270728967873
282,-122.30416717854156,0.4272969591678097
283,-283.32873258584607,0.4260150682903063
284,37.13229775386165,0.4247370230854354
285,-172.1310112947914,0.4234628120161791
286,-0.3994872015410067,0.42219242358013054
287,12.813676626484238,0.4209258463093902
288,4.208617452142121,0.419663068770462
289,-21.751643495346087,0.4184040795641506
290,-195.21991038414126,0.41714886732545814
291,1.9205020744581134,0.41589742072348174
292,-195.77373048981732,0.4146497284613113
293,-39.73831485005557,0.41340577927592737
294,-8.310893856167098,0.41216556193809956
295,-45.30908880532599,0.41092906525228523
296,5.0864514424101515,0.40969627805652836
297,-27.678615284745305,0.40846718922235875
298,-117.78236334952497,0.40724178765469166
299,-41.78683822761379,0.4060200622917276
300,-1.5203697130969775,0.4048020021048524
301,-83.89388761809498,0.40358759609853784
302,-91.84438075792856,0.4023768333102422
303,-160.52147196059437,0.4011697028103115
304,15.9397932198588,0.3999661937018806
305,-5.8056649426492974,0.39876629512077494
306,-68.00396823837167,0.3975699962354126
307,-14.792496038032994,0.3963772862467064
308,13.954773919445714,0.39518815438796623
309,49.626685769279874,0.3940025899248023
310,-39.21440000022341,0.3928205821550279
311,-12.111074022489703,0.39164212040856283
312,-54.124347387242665,0.39046719404733715
313,-5.303800474701558,0.38929579246519513
314,58.72693512584965,0.38812790508779954
315,77.10445464109777,0.38696352137253615
316,-53.92088276930485,0.38580263080841853
317,17.49216818986289,0.3846452229159933
318,-28.81574929781658,0.3834912872472453
319,-115.6394807140912,0.3823408133855036
320,0.5893592082325014,0.38119379094534706
321,24.78280932832933,0.380050209572511
322,10.782414843583853,0.3789100589437935
323,-267.2219437044119,0.3777733287669621
324,98.7796890260613,0.37664000878066123
325,-45.34572458056252,0.37551008875431924
326,47.07225712703633,0.37438355848805627
327,-7.08750625657504,0.3732604078125921
328,66.02951477789149,0.37214062658915437
329,85.92707467721517,0.3710242047093869
330,43.4563225781001,0.3699111320952587
331,94.16826372872269,0.36880139869897294
332,69.11236540346461,0.367694994502876
333,-265.2937613021636,0.3665919095193674
334,22.414582903744144,0.36549213379080925
335,123.51072617480344,0.3643956573894368
336,52.85178806999909,0.3633024704172685
337,16.109812974354753,0.3622125630060167
338,-50.2528520547141,0.3611259253169986
339,108.3228176210022,0.3600425475410476
340,123.73420440531628,0.3589624198984244
341,-24.43331732035763,0.35788553263872913
342,130.69141527047762,0.35681187604081294
343,-16.379478852015552,0.3557414404126905
344,40.11597608999338,0.35467421609145244
345,6.517443361377616,0.35361019344317807
346,89.8299372944775,0.35254936286284855
347,79.44305626020183,0.35149171477426
348,-12.596850237997913,0.3504372396299372
349,41.750469762280375,0.3493859279110474
350,-6.074265110713043,0.34833777012731426
351,62.81208082551771,0.34729275681693234
352,68.2340872423417,0.3462508785464815
353,-44.101945901747904,0.34521212591084205
354,-6.43713913606614,0.34417648953310953
355,97.90422258521606,0.3431439600645102
356,103.70323994003711,0.34211452818431665
357,-48.74040395145302,0.3410881845997637
358,75.33222837724817,0.3400649200459644
359,-26.39692507874267,0.3390447252858265
360,109.57809140439086,0.33802759110996905
361,-18.715766450453984,0.3370135083366391
362,31.414621559293494,0.3360024678116292
363,16.611529795096985,0.3349944604081943
364,-24.628950913958064,0.33398947702696974
365,102.0353851435325,0.3329875085958888
366,102.45726524668761,0.33198854607010114
367,75.4940872387054,0.33099258043189084
368,-12.269332537699952,0.32999960269059514
369,-27.678826427178535,0.32900960388252337
370,210.5669603598639,0.3280225750708758
371,118.51239527400999,0.32703850734566314
372,-54.14020370616882,0.32605739182362614
373,160.07952154069451,0.3250792196481553
374,83.07072162462768,0.3241039819892108
375,-17.459057052199626,0.32313167004324317
376,28.476104889090507,0.32216227503311345
377,50.080982955750834,0.3211957882080141
378,127.67456201502706,0.32023220084339005
379,31.42296944519461,0.31927150424085987
380,-13.220017885951734,0.3183136897281373
381,99.19458737027473,0.31735874865895286
382,61.117875637551066,0.316406672412976
383,-11.676829124700518,0.3154574523957371
384,70.06337221817697,0.3145110800385499
385,257.7184840375385,0.31356754679843424
386,136.51273989283467,0.31262684415803893
387,146.8290330700272,0.3116889636255648
388,128.69337999107051,0.3107538967346881
389,274.77233662995104,0.30982163504448407
390,101.89120568572174,0.3088921701393506
391,-43.078468258917596,0.30796549362893255
392,38.04569194463646,0.30704159714804574
393,-11.723813300158724,0.3061204723566016
394,37.97660076615213,0.3052021109395318
395,115.4885516691673,0.3042865046067132
396,245.8826721266443,0.30337364509289305
397,44.15426052088941,0.30246352415761435
398,-20.871371228131792,0.3015561335851415
399,132.3913265237971,0.30065146518438607
400,8.66431393587743,0.2997495107888329
401,102.53114399312868,0.2988502622564664
402,56.58331486443858,0.29795371146969696
403,161.7025773361739,0.29705985033528787
404,114.39403719919056,0.296168670784282
405,218.90688596666118,0.29528016477192914
406,-68.38855737708454,0.29439432427761336
407,7.681059617445314,0.2935111413047805
408,118.06198732397539,0.29263060788086614
409,139.4275990845411,0.2917527160572235
410,120.46757329359359,0.29087745790905184
411,-134.88949725995195,0.2900048255353247
412,147.17424070028542,0.28913481105871874
413,-182.6500829306171,0.28826740662554257
414,154.95128664987485,0.28740260440566595
415,110.52713119246361,0.28654039659244895
416,-119.6274519718378,0.2856807754026716
417,-199.1564625141197,0.2848237330764636
418,-7.837452832116114,0.2839692618772342
419,151.02157864909782,0.2831173540916025
420,169.7055181051101,0.28226800202932767
421,95.35376659792232,0.28142119802323967
422,1.8191634164929127,0.28057693442917
423,95.98354002237946,0.27973520362588244
424,-149.78719678948718,0.2788959980150048
425,115.34058565723423,0.2780593100209598
426,61.091750194867046,0.2772251320908969
427,127.7463522912216,0.2763934566946242
428,-184.92445920151366,0.2755642763245403
429,75.76678522889966,0.27473758349556665
430,176.09202272257667,0.27391337074507993
431,-60.825709574444616,0.2730916306328447
432,144.2221913305141,0.27227235574094616
433,179.58827269033947,0.2714555386737233
434,126.94074245720671,0.2706411720577021
435,87.26694331031284,0.269829248541529
436,206.25218968218627,0.2690197607959044
437,217.5345783285419,0.26821270151351667
438,16.527483115825405,0.2674080634089761
439,34.56179973792686,0.2666058392187492
440,124.50338213647908,0.26580602170109296
441,146.5533725651134,0.26500860363598966
442,-33.869179744340926,0.2642135778250817
443,126.48053182441966,0.26342093709160647
444,131.395614306619,0.26263067428033166
445,270.3374628729665,0.26184278225749064
446,249.0497321726887,0.26105725391071816
447,110.8876231789415,0.260274082148986
448,147.8635756790585,0.2594932599025391
449,142.53538542917144,0.25871478012283144
450,115.9881795729833,0.25793863578246295
451,-42.19808394512911,0.2571648198751156
452,15.822943375687046,0.25639332541549026
453,128.49671890994193,0.2556241454392438
454,54.80085444214977,0.25485727300292604
455,141.93319119269398,0.25409270118391725
456,245.69016667889898,0.2533304230803655
457,245.90176983218598,0.25257043181112443
458,155.13033371900733,0.25181272051569104
459,146.80001447573002,0.251057282354144
460,-191.65300944856654,0.25030411050708157
461,130.2147246515009,0.24955319817556032
462,30.64148506202619,0.24880453858103363
463,106.21990923740562,0.24805812496529053
464,164.35823003817697,0.24731395059039465
465,-136.89606703153203,0.24657200873862348
466,148.15442631379048,0.2458322927124076
467,284.2636493630697,0.24509479583427038
468,-65.60791661721908,0.24435951144676757
469,162.9145233956843,0.24362643291242728
470,164.26470501947034,0.24289555361369
471,274.49328875603624,0.24216686695284892
472,148.58602973149618,0.24144036635199037
473,301.8936894767568,0.24071604525293439
474,142.3517043292804,0.2399938971171756
475,225.0213552524174,0.23927391542582405
476,-19.470385597819316,0.23855609367954658
477,220.84195297047162,0.23784042539850794
478,125.85990521832694,0.2371269041223124
479,88.81113108765433,0.23641552340994548
480,104.73464551684822,0.23570627683971565
481,211.8073145990328,0.2349991580091965
482,107.62400720696431,0.2342941605351689
483,110.98165404291697,0.23359127805356342
484,137.5303062777061,0.23289050421940272
485,245.5944630617917,0.2321918327067445
486,76.13760372068877,0.23149525720862427
487,133.66426086553582,0.2308007714369984
488,271.9319194505424,0.2301083691226874
489,252.8039220325374,0.22941804401531934
490,113.14790262738144,0.2287297898832734
491,126.89492630248242,0.22804360051362357
492,151.88993419061762,0.2273594697120827
493,22.895929463711838,0.22667739130294645
494,122.73353293416004,0.22599735912903762
495,245.19428464738388,0.2253193670516505
496,124.76852557441356,0.22464340895049556
497,116.05919191753188,0.22396947872364406
498,149.38631170607664,0.22329757028747313
499,278.7732162426014,0.2226276775766107
500,187.59874739511838,0.22195979454388087
501,70.98402517770602,0.22129391516024924
502,144.06021528705259,0.2206300334147685
503,282.9121210259613,0.2199681433145242
504,36.7356632707895,0.21930823888458062
505,99.08122912477434,0.21865031416792688
506,259.32940957500216,0.2179943632254231
507,121.4826393982685,0.21734038013574683
508,134.67998703937457,0.21668835899533959
509,266.7508993840645,0.21603829391835358
510,281.1376209053697,0.21539017903659852
511,289.85509718751484,0.21474400849948871
512,-0.20606782037707205,0.21409977647399026
513,-65.61286059663061,0.21345747714456828
514,1.126473200769368,0.21281710471313459
515,164.14378627947733,0.2121786533989952
516,-33.08949675260227,0.2115421174387982
517,234.64225322616,0.2109074910864818
518,281.86450129374975,0.21027476861322236
519,276.5778729726683,0.2096439443073827
520,272.4794718163056,0.20901501247446055
521,-156.275062102916,0.20838796743703716
522,78.43463571484281,0.20776280353472606
523,295.8060842250827,0.20713951512412188
524,47.269458708603025,0.2065180965787495
525,243.1474706021473,0.20589854228901325
526,142.06176039512656,0.20528084666214622
527,218.56876039394768,0.20466500412215977
528,228.34011147165228,0.2040510091097933
529,19.04765822493343,0.2034388560824639
530,289.67183110152587,0.2028285395142165
531,259.5879158446181,0.20222005389567385
532,110.20445717358605,0.20161339373398682
533,-219.49634054246187,0.20100855355278485
534,267.50463658699715,0.20040552789212648
535,29.508265311644294,0.1998043113084501
536,270.0732109638568,0.19920489837452476
537,-0.13300552313931746,0.1986072836794012
538,0.5871072346291015,0.198011461828363
539,-3.2667733003099073,0.1974174274428779
540,307.62386398328925,0.19682517516054926
541,260.9901976402967,0.19623469963506762
542,165.2520564176566,0.1956459955361624
543,108.68359504958231,0.1950590575495539
544,178.84815633484806,0.19447388037690524
545,9.181712125519212,0.19389045873577454
546,249.8163799963033,0.19330878735956722
547,171.43717437345109,0.1927288609974885
548,279.885719543748,0.19215067441449604
549,241.7822341214742,0.19157422239125255
550,258.94367417008084,0.1909994997240788
551,251.37304518509782,0.19042650122490654
552,4.097762569074902,0.18985522172123181
553,251.40654356812146,0.18928565605606812
554,263.4591083376772,0.1887177990878999
555,26.6294057207447,0.1881516456906362
556,267.2439249317404,0.18758719075356428
557,197.87088508806414,0.18702442918130358
558,288.92638073754523,0.18646335589375967
559,196.72660860963734,0.1859039658260784
560,269.6662117011938,0.18534625392860016
561,23.0106133535771,0.18479021516681435
562,272.0728123959958,0.1842358445213139
563,267.3087390427244,0.18368313698774996
564,231.84611237984817,0.1831320875767867
565,242.14108573859897,0.18258269131405633
566,248.64812878744243,0.18203494324011416
567,36.51810887528731,0.18148883841039382
568,263.1058504070452,0.18094437189516263
569,268.3956729733692,0.18040153877947715
570,-125.49649105122575,0.1798603341631387
571,249.1970417167665,0.1793207531606493
572,143.89499055757423,0.17878279090116736
573,275.08632717985347,0.17824644252846386
574,56.0452183961766,0.17771170320087848
575,20.211161958766326,0.17717856809127586
576,56.96614532413966,0.17664703238700202
577,66.49981158352178,0.17611709128984102
578,277.4962496478797,0.1755887400159715
579,-40.86937994372322,0.1750619737959236
580,-327.0851389492659,0.1745367878745358
581,249.07712965243138,0.1740131775109122
582,251.4309785246928,0.17349113797837945
583,-25.52948236865761,0.17297066456444432
584,38.05011508969295,0.172451752570751
585,117.01972816679584,0.17193439731303872
586,272.3044803478514,0.1714185941210996
587,240.02926914222923,0.1709043383387363
588,278.4634511343155,0.1703916253237201
589,194.61065954593417,0.16988045044774894
590,292.0341276133545,0.1693708090964057
591,8.070311325566166,0.1688626966691165
592,231.6010083095716,0.16835610857910915
593,231.8472155182367,0.16785104025337183
594,275.4247355760484,0.16734748713261172
595,276.38661337134886,0.16684544467121387
596,-189.4244108699292,0.16634490833720023
597,219.96740842866467,0.16584587361218864
598,271.60192551068985,0.16534833599135207
599,270.18652550195424,0.164852290983378
600,275.4358594800603,0.16435773411042787
601,240.26175695105766,0.1638646609080966
602,245.4985049854142,0.1633730669253723
603,164.57017228928822,0.16288294772459616
604,240.00550054944088,0.16239429888142237
605,303.4521510013503,0.1619071159847781
606,258.8876016434454,0.16142139463682378
607,277.99832374074384,0.1609371304529133
608,266.82131108357726,0.16045431906155455
609,270.0114981476089,0.15997295610436987
610,251.18826231994322,0.15949303723605676
611,16.829811704987833,0.1590145581243486
612,283.9690327387236,0.15853751444997555
613,-18.215163804475495,0.1580619019066256
614,3.4932547656496524,0.15758771620090573
615,4.144831021070672,0.157114953052303
616,223.96122120225417,0.1566436081931461
617,282.96619338030075,0.15617367736856666
618,260.34532913294413,0.15570515633646095
619,281.2492657025409,0.15523804086745158
620,259.6702698450571,0.15477232674484923
621,259.9207088485009,0.15430800976461467
622,7.308961924695367,0.15384508573532082
623,279.383279595716,0.15338355047811486
624,281.6934017725663,0.15292339982668052
625,245.31079207167306,0.15246462962720048
626,283.6763569829902,0.15200723573831887
627,258.90693674318567,0.15155121403110391
628,124.3564512085192,0.1510965603890106
629,-184.76058891799866,0.15064327070784356
630,246.1546320748435,0.15019134089572003
631,264.0002572221747,0.14974076687303287
632,267.6032657650517,0.14929154457241375
633,140.9425709414767,0.14884366993869652
634,263.37074009404625,0.14839713892888043
635,170.97197932325594,0.14795194751209378
636,281.97884486059047,0.1475080916695575
637,261.92803512939446,0.14706556739454882
638,40.19941946201331,0.14662437069236517
639,26.93817084623325,0.14618449758028806
640,238.8707949472629,0.1457459440875472
641,234.53015223820756,0.14530870625528455
642,201.92797297663287,0.1448727801365187
643,53.260819976398395,0.14443816179610913
644,273.54021523213567,0.1440048473107208
645,-36.44510454923163,0.14357283276878863
646,-2.6659296518195106,0.14314211427048226
647,248.34646590180063,0.1427126879276708
648,-195.14618638390147,0.1422845498638878
649,-289.20180596415366,0.14185769621429614
650,286.14619115599027,0.14143212312565326
651,205.95348129211817,0.1410078267562763
652,261.9517896954744,0.14058480327600748
653,260.2047336846624,0.14016304886617945
654,267.4727275308737,0.1397425597195809
655,251.20768744037454,0.13932333204042216
656,37.55992131075482,0.1389053620443009
657,276.3014836101818,0.138488645958168
658,126.3320659849665,0.1380731800202935
659,247.2528331034315,0.13765896048023263
660,30.548260387276827,0.13724598359879192
661,249.0377574033357,0.13683424564799554
662,-189.03184032774874,0.13642374291105155
663,11.017073651247287,0.1360144716823184
664,242.75515855572596,0.13560642826727143
665,272.78020902090304,0.1351996089824696
666,79.62570358510857,0.1347940101555222
667,267.0840689890225,0.13438962812505564
668,197.1483762268175,0.13398645924068048
669,205.14295410991951,0.13358449986295842
670,243.97083754257454,0.13318374636336955
671,227.03959363137182,0.13278419512427944
672,267.57933875776234,0.1323858425389066
673,255.05789227552341,0.13198868501128988
674,14.71438002235611,0.13159271895625602
675,32.4422107065933,0.13119794079938724
676,254.45182847883527,0.13080434697698906
677,258.4441056222737,0.1304119339360581
678,253.53013882236525,0.13002069813424993
679,263.7882906568983,0.12963063603984717
680,244.14203793440282,0.12924174413172762
681,281.04061188215815,0.12885401889933243
682,108.68585906680818,0.12846745684263444
683,235.22703862159722,0.12808205447210655
684,223.9271501140603,0.12769780830869024
685,226.04144362529507,0.12731471488376417
686,232.55265834389306,0.12693277073911288
687,206.39365455547764,0.12655197242689553
688,236.71818190280695,0.12617231650961486
689,272.9564761242783,0.12579379956008602
690,287.8362528638613,0.12541641816140575
691,202.6051578549467,0.12504016890692154
692,282.47904098365234,0.12466504840020078
693,129.3974499871041,0.12429105325500017
694,22.139044203452315,0.12391818009523517
695,-363.2203193575728,0.12354642555494946
696,19.720420628705455,0.12317578627828461
697,244.05825673087196,0.12280625891944975
698,243.63975496511736,0.1224378401426914
699,14.927294030296949,0.12207052662226334
700,-9.82510251886815,0.12170431504239655
701,243.1404277080884,0.12133920209726937
702,283.5405189724452,0.12097518449097756
703,267.73831380646214,0.12061225893750463
704,23.13573956545929,0.12025042216069212
705,285.8408058652649,0.11988967089421004
706,250.99099161669866,0.11953000188152742
707,245.59221061397324,0.11917141187588283
708,-9.02716511590819,0.11881389764025518
709,232.3513373662861,0.11845745594733442
710,170.31040166026537,0.11810208357949242
711,233.71198809172685,0.11774777732875394
712,269.5632402892373,0.11739453399676768
713,155.56375271353497,0.11704235039477738
714,104.21361988512376,0.11669122334359305
715,230.71254027797235,0.11634114967356228
716,263.01183561534793,0.1159921262245416
717,254.4006886880658,0.11564414984586797
718,294.0410557550557,0.11529721739633036
